Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
8/7/2013,78.021584,50.048492,31.16716,102.151207,106.56
8/8/2013,78.397446,50.483315,31.204958,101.935852,105.3
8/9/2013,78.027603,50.730709,31.197399,101.463737,104.37
8/12/2013,77.313721,50.498306,31.053776,100.883942,103.4
8/13/2013,76.892288,50.753189,31.288115,101.463737,105.97
8/14/2013,76.505219,50.669621,31.250311,101.091034,106.11
8/15/2013,75.825768,50.418888,31.197399,100.422935,106.83
8/16/2013,75.610741,50.692413,31.235201,100.113922,106.85
8/19/2013,74.759239,50.411289,31.068886,99.09507,107.33
8/20/2013,74.681839,50.510063,30.917706,98.786095,107.46
8/21/2013,74.329201,50.289722,30.638008,98.293365,107.1
8/22/2013,74.810844,50.335312,30.925257,98.786095,104.97
8/23/2013,75.275314,50.965931,31.37882,99.821625,103.85
8/26/2013,74.905472,50.821575,31.265436,99.245407,105.03
8/27/2013,74.673256,51.178673,31.348581,99.220352,106.42
8/28/2013,76.410622,52.31834,31.839939,101.725708,105.92
8/29/2013,75.06028,51.680115,31.477095,100.523132,109.01
8/30/2013,74.965668,51.019115,31.220076,100.573242,110.1
9/3/2013,74.957077,51.155872,31.242762,100.673454,108.8
9/4/2013,75.481728,51.26984,31.303223,100.93235,107.65
9/5/2013,75.129097,51.148281,31.40906,101.358269,106.75
9/6/2013,75.043076,51.285042,31.613163,101.224609,108.54
9/9/2013,75.722557,51.315437,31.666082,102.0681,107.23
9/10/2013,75.53334,51.307827,31.764351,102.727844,108.37
9/11/2013,76.410622,51.961235,31.968445,103.487793,110.53
9/12/2013,75.670952,51.87006,31.824829,103.462753,109.52
9/13/2013,76.032166,52.11319,31.70388,103.671516,107.39
9/16/2013,76.26442,52.060005,31.839939,103.621437,107.56
9/17/2013,76.496651,51.961235,31.764351,103.838547,108.6
9/18/2013,77.047104,52.979336,32.066715,105.074516,108.21
9/19/2013,76.78907,53.08572,31.998688,104.757187,106.59
9/20/2013,76.255814,52.500687,32.096962,104.322914,105.42
9/23/2013,75.473129,52.485485,31.953333,104.82399,108.07
9/24/2013,75.137688,52.242374,31.960882,103.963821,106.39
9/25/2013,74.948463,52.128391,32.044044,103.613052,104.68
9/26/2013,74.888252,52.485485,32.248154,103.128693,103.59
9/27/2013,74.742043,52.622261,32.353973,102.418861,103.13
9/30/2013,74.002365,52.310738,31.771915,101.466812,102.66
10/1/2013,73.967964,51.961235,31.635843,101.31649,103.03
10/2/2013,74.036781,52.105595,31.832382,100.90728,102.87
10/3/2013,73.53791,51.976433,32.044044,98.752678,102.33
10/4/2013,74.243195,51.923248,31.960882,98.652481,102.04
10/7/2013,73.881943,51.383801,31.832382,98.435356,104.1
10/8/2013,73.546516,50.753193,31.53001,97.483307,103.31
10/9/2013,73.245491,50.403698,31.401508,96.982224,103.84
10/10/2013,74.002365,51.224255,31.673643,97.191017,103.03
10/11/2013,74.785057,51.459793,31.862623,98.268318,103.49
10/14/2013,75.344116,51.816875,32.202785,99.028282,101.61
10/15/2013,74.647423,51.976433,32.127193,98.669174,103.01
10/16/2013,75.094688,52.333523,32.180115,99.512642,102.02
10/17/2013,75.240906,52.948959,32.505161,99.813278,102.41
10/18/2013,75.301102,53.192081,32.754627,99.92186,101.21
10/21/2013,75.025894,53.556774,32.936043,100.063828,102.29
10/22/2013,75.670952,54.119015,32.958714,100.748611,100.67
10/23/2013,75.352715,53.96706,32.799976,100.322693,100.81
10/24/2013,76.049385,54.430515,32.943604,100.681801,99.22
10/25/2013,75.662338,54.969952,33.004082,100.706848,97.8
10/28/2013,75.885979,54.833206,33.049442,100.974098,96.86
10/29/2013,76.488045,55.258675,34.697376,101.466812,97.11
10/30/2013,76.384842,55.311859,34.992188,100.464676,97.85
10/31/2013,77.081497,52.819786,35.150936,100.18074,98.68
11/1/2013,77.25351,53.230072,35.188732,98.552277,98.2
11/4/2013,79.214546,53.207272,35.475986,98.627441,96.77
11/5/2013,79.119919,53.024933,35.521343,98.919708,96.38
11/6/2013,80.177834,53.123695,35.827423,101.166191,94.61
11/7/2013,79.632294,52.409508,35.27647,100.138977,94.62
11/8/2013,80.299072,52.295544,35.268822,101.207939,93.37
11/11/2013,80.498222,52.515877,35.261169,101.116081,94.8
11/12/2013,80.247101,52.424702,35.131081,100.214149,94.2
11/13/2013,80.177826,52.547871,35.5443,100.289291,94.6
11/14/2013,80.723373,53.15604,35.643784,100.685112,95.14
11/15/2013,82.498566,54.20298,36.102909,101.106148,93.04
11/18/2013,82.654427,54.28767,35.903942,101.527222,93.88
11/19/2013,82.628441,54.264572,35.926907,102.790436,93.76
11/20/2013,81.987671,54.395439,35.957516,102.739891,93.84
11/21/2013,81.996323,54.695679,36.232986,103.969406,93.03
11/22/2013,82.27343,54.965107,36.753342,104.449409,93.34
11/25/2013,82.342682,54.557102,36.324818,104.205208,93.33
11/26/2013,81.632614,53.97205,36.072292,103.396751,95.44
11/27/2013,81.225624,53.825768,35.888641,103.09359,94.84
11/29/2013,80.948532,53.841171,35.972816,103.110428,94.09
12/2/2013,80.983162,53.487053,35.697346,103.026222,93.68
12/3/2013,81.736534,53.394676,35.643784,103.177795,92.3
12/4/2013,81.979012,52.932785,35.789165,102.546196,92.28
12/5/2013,81.511398,52.848106,35.53664,101.981995,92.72
12/6/2013,82.827621,54.279976,35.812126,102.984108,93.82
12/9/2013,82.992142,54.54171,35.903942,103.86834,96.04
12/10/2013,82.879585,54.803455,35.63612,104.13784,97.2
12/11/2013,81.623955,54.749573,35.735603,102.824127,97.38
12/12/2013,82.576515,54.40313,35.330036,101.889343,97.65
12/13/2013,82.533195,53.92585,34.962738,100.97142,97.34
12/16/2013,84.187141,54.526314,35.222904,101.240921,98.51
12/17/2013,83.780174,54.472424,34.832642,99.99456,97.44
12/18/2013,86.196152,55.42701,35.368301,102.403038,97.5
12/19/2013,86.100906,55.973576,35.666733,103.767303,96.6
12/20/2013,85.451431,56.08905,35.85804,103.396751,97.48
12/23/2013,85.304237,56.674103,36.278908,103.413612,97.22
12/24/2013,85.91906,56.966633,36.416645,104.011513,97.8
12/26/2013,87.37384,57.313049,36.707428,105.106277,98.77
12/27/2013,87.902054,57.597889,36.937,105.459976,99.32
12/30/2013,86.862938,57.42083,36.88343,104.617844,98.91
12/31/2013,87.633621,57.821129,37.197166,105.190506,99.22
1/2/2014,86.378006,57.266876,36.715084,104.542061,99.55
1/3/2014,86.170166,57.320766,36.630898,104.718895,100.32
1/6/2014,86.300072,56.881962,36.730385,104.441002,99.29
1/7/2014,87.521042,57.397743,37.151249,105.325226,98.42
1/8/2014,87.235283,57.159096,37.288994,103.826233,98.7
1/9/2014,86.38665,57.467018,37.380814,103.826233,95.44
1/10/2014,87.044769,58.506275,37.648655,101.906204,93.96
1/13/2014,85.338875,57.590183,36.845165,100.424034,93.43
1/14/2014,85.832481,57.844234,36.990559,100.693512,93.67
1/15/2014,85.538033,57.79034,36.8069,100.365082,92.33
1/16/2014,85.67659,58.059776,36.661514,100.070351,91.66
1/17/2014,85.867104,57.028221,36.88343,100.457726,92.72
1/21/2014,85.295578,57.559395,37.135948,101.35881,91.8
1/22/2014,84.758675,58.344612,37.526207,101.417747,92.59
1/23/2014,83.970673,58.452381,37.212467,99.699791,94.17
1/24/2014,82.134865,57.390049,36.539078,97.931343,93.96
1/27/2014,82.195488,56.943542,36.156475,98.04924,94.37
1/28/2014,82.827621,57.112915,36.332474,98.394516,93.93
1/29/2014,82.360008,57.228374,36.171776,97.687134,94.99
1/30/2014,81.39016,57.875027,36.278908,98.066078,96.73
1/31/2014,79.805466,56.065952,35.880997,94.006989,97.32
2/3/2014,77.978317,55.011292,35.284126,93.594376,96.64
2/4/2014,77.952362,55.12677,35.406559,93.33329,95.72
2/5/2014,77.571342,55.403912,35.230556,92.230103,97.41
2/6/2014,78.312607,55.911995,36.210041,93.703835,97.36
2/7/2014,78.992821,56.335384,36.431942,94.360695,98.23
2/10/2014,78.068428,56.450863,36.347778,94.057533,97.49
2/11/2014,79.219559,57.821129,37.197166,95.649178,96.43
2/12/2014,79.428864,58.327595,37.460426,95.18187,97.19
2/13/2014,79.734085,59.262589,37.514626,95.589691,97.38
2/14/2014,82.071251,59.691109,37.793369,96.413818,97.84
2/18/2014,82.036392,60.766342,38.257954,95.759613,99.88
2/19/2014,81.931709,60.579357,38.196007,96.51577,100.06
2/20/2014,83.170067,61.24942,38.60638,97.365379,99.94
2/21/2014,82.873573,61.272808,38.567665,95.734131,100.37
2/24/2014,84.10321,61.724705,38.923843,96.983055,100.35
2/25/2014,83.989838,61.272808,39.233566,97.679726,100.3
2/26/2014,83.536354,61.02346,39.039993,98.138527,100.58
2/27/2014,83.579948,60.859848,39.032242,98.291458,102.43
2/28/2014,83.954933,60.7118,39.187107,97.985588,103.31
3/3/2014,83.283447,59.854752,37.940491,97.56929,102.92
3/4/2014,84.172966,61.155918,38.203747,97.977089,102.2
3/5/2014,81.800926,60.898808,37.801117,97.22094,102.82
3/6/2014,81.766029,60.571552,37.777885,97.577766,101.83
3/7/2014,82.838692,60.641674,37.499138,97.773178,102.59
3/10/2014,83.283447,60.92218,37.506886,98.418892,102.4
3/11/2014,81.98407,60.579357,37.33654,97.288902,102.59
3/12/2014,82.15847,60.283272,37.328793,98.257477,104.92
3/13/2014,81.661385,59.208035,36.848732,97.237915,103.33
3/14/2014,81.51313,59.465168,36.926159,96.940575,101.45
3/17/2014,82.254379,59.480724,36.902935,97.764679,101.56
3/18/2014,82.594521,59.659954,36.825508,98.758736,102.58
3/19/2014,81.739876,59.254787,36.639679,97.87513,101.12
3/20/2014,82.481148,58.997673,36.020233,98.138527,100.03
3/21/2014,82.245659,58.943123,36.012493,98.240471,97.99
3/24/2014,82.53347,58.966496,36.159607,98.427399,98.2
3/25/2014,82.768921,59.566444,36.399639,99.480904,98.89
3/26/2014,82.585785,59.589825,36.368664,100.007645,98.08
3/27/2014,83.92878,59.82357,36.833248,99.973686,99.7
3/28/2014,85.202011,60.727394,37.452679,100.678856,100.37
3/31/2014,85.184578,60.859848,37.243622,101.027191,99.43
4/1/2014,85.228172,60.836472,37.506886,101.103668,99.46
4/2/2014,85.420036,60.594933,37.506886,101.401016,99.6
4/3/2014,85.402603,60.602726,37.413963,101.13765,99.19
4/4/2014,84.905502,60.665054,37.514626,100.933746,100.26
4/7/2014,84.399704,60.587147,37.251366,99.693306,101.28
4/8/2014,84.984001,61.311752,37.13522,100.084145,101.67
4/9/2014,84.879364,61.849384,37.770145,101.188622,101.58
4/10/2014,84.399704,61.257229,37.382996,99.14106,99.74
4/11/2014,84.347382,61.226051,36.740326,99.429924,99.62
4/14/2014,85.341545,61.825989,36.810013,100.84877,100.29
4/15/2014,86.056671,62.394783,36.988106,102.208145,101.14
4/16/2014,87.155487,62.35582,37.468166,103.50808,100.44
4/17/2014,87.574081,62.924618,37.847576,105.079834,102.56
4/21/2014,88.018829,62.924618,37.963715,105.555626,103.6
4/22/2014,87.530472,62.51165,37.971458,105.351723,103.4
4/23/2014,87.643845,62.768776,37.793369,105.937958,103.74
4/24/2014,87.21653,63.033691,38.242466,105.60659,104.05
4/25/2014,87.565361,62.784359,38.497986,105.343216,103.75
4/28/2014,88.228127,62.986935,37.971458,106.821533,103.76
4/29/2014,88.472313,63.711552,38.939339,107.025459,104.3
4/30/2014,89.309525,65.955536,39.194847,106.643112,104.37
5/1/2014,88.437431,66.087975,39.024513,106.150345,102.13
5/2/2014,88.960678,66.384064,39.388428,105.96344,101.44
5/5/2014,89.745544,66.384064,39.341965,106.507179,101.94
5/6/2014,89.536263,66.539894,39.581997,106.175835,100.6
5/7/2014,89.919968,67.29567,39.961876,107.246353,100.84
5/8/2014,89.23101,67.560577,39.773895,106.277779,101.28
5/9/2014,89.511986,67.4515,39.601574,106.226822,99.74
5/12/2014,89.75782,67.708633,39.711235,106.405235,99.42
5/13/2014,89.871964,67.880051,39.562416,106.923508,99.76
5/14/2014,89.810501,67.470459,39.499752,107.407768,99.48
5/15/2014,88.484703,67.67524,39.867889,106.088211,99.5
5/16/2014,88.449593,68.195107,40.181194,105.548386,100.77
5/19/2014,88.563744,68.722824,40.22818,105.351303,100.26
5/20/2014,88.388153,67.698875,39.875725,104.965706,99.99
5/21/2014,89.582214,67.903664,40.314342,106.388115,100.59
5/22/2014,89.11689,65.359535,40.110691,105.933968,101.7
5/23/2014,88.958847,64.79245,40.024536,105.711189,102.37
5/27/2014,88.993958,64.367111,39.711235,105.257034,101.5
5/28/2014,88.730568,64.367111,39.68774,104.982857,102.02
5/29/2014,88.91494,64.713661,39.672077,104.811478,102.61
5/30/2014,88.265221,64.461624,39.515427,105.21418,102.44
6/2/2014,87.747208,64.760925,39.617249,104.717232,104.07
6/3/2014,88.142311,65.217773,39.570251,105.008553,103.74
6/4/2014,87.835022,64.603394,39.217781,104.837166,104.35
6/5/2014,88.282799,64.863327,39.50758,105.839714,104.28
6/6/2014,89.204666,65.430428,39.797394,106.413818,104.11
6/9/2014,89.134438,65.257149,39.820885,106.568062,102.72
6/10/2014,89.081764,65.249283,39.907047,107.3992,103.58
6/11/2014,89.511986,65.115356,39.836555,107.2621,102.71
6/12/2014,89.25737,65.792747,40.212521,108.05899,102.47
6/13/2014,90.126579,66.478004,40.478832,109.044373,102.66
6/16/2014,90.36364,66.848221,40.525829,110.141159,102.64
6/17/2014,89.924652,66.580399,40.447495,110.389656,102.48
6/18/2014,90.196823,68.124199,41.254246,111.632111,102.66
6/19/2014,90.109024,68.210854,41.254246,113.097351,104.41
6/20/2014,91.162628,68.226601,41.34042,113.397263,104.35
6/23/2014,91.645531,68.525909,41.567554,113.945625,104.4
6/24/2014,90.196823,67.746124,41.387409,112.908852,106.53
6/25/2014,89.678795,67.53347,41.215092,112.446106,106.91
6/26/2014,89.582214,68.092705,41.316914,112.180511,106.9
6/27/2014,88.862251,68.596802,41.199421,111.700661,106.36
6/30/2014,88.396927,68.533798,41.316914,111.863457,105.97
7/1/2014,88.993958,68.998497,41.512722,111.854889,106.43
7/2/2014,89.178345,69.250557,41.810364,111.589249,107.26
7/3/2014,90.073898,68.998497,41.630219,112.411842,106.17
7/7/2014,90.126579,68.683449,41.215092,111.794914,106.03
7/8/2014,90.28463,68.297485,41.027111,111.306488,106.5
7/9/2014,90.916786,68.659813,40.980114,112.583229,105.84
7/10/2014,90.056343,67.793388,40.572815,111.606407,105.74
7/11/2014,89.327591,68.360504,40.423996,110.081192,105.37
7/14/2014,90.152916,68.431396,40.447495,110.758102,105.34
7/15/2014,89.898293,68.360504,40.494499,110.758102,104.48
7/16/2014,91.10994,68.848862,40.94878,112.154785,104.06
7/17/2014,89.828056,68.100571,39.844391,111.460732,103.76
7/18/2014,90.196823,68.013947,39.734726,111.726357,103.53
7/21/2014,90.50412,68.02182,39.726898,112.497536,103.4
7/22/2014,90.908005,68.297485,39.922718,113.602867,102.29
7/23/2014,91.53138,68.54953,40.095032,114.716812,102.93
7/24/2014,91.557724,68.541672,40.251675,115.547974,100.83
7/25/2014,90.591911,68.02182,39.883545,114.451187,100.91
7/28/2014,91.636742,67.525581,39.664242,114.168419,99.96
7/29/2014,90.916786,67.659508,38.364029,113.465797,101.2
7/30/2014,90.653381,66.493767,38.802662,113.560059,103.19
7/31/2014,86.869209,67.848526,38.356205,110.740967,103.13
8/1/2014,86.7463,67.320801,38.379704,109.592758,104.59
8/4/2014,87.914017,67.935181,38.638165,109.824127,104.42
8/5/2014,86.219482,67.848526,38.042892,107.073593,103.12
8/6/2014,86.904327,67.706749,37.935863,107.733376,102.07
8/7/2014,86.280937,66.958488,37.547394,107.664825,102.09
8/8/2014,87.571594,66.769432,37.579102,109.558502,101.67
8/11/2014,87.288689,66.824577,37.610813,109.42997,100.97
8/12/2014,87.076508,66.257454,37.610813,108.898712,100.27
8/13/2014,87.606972,66.13002,37.365044,109.335724,98.17
8/14/2014,87.606972,66.353058,37.587025,108.787315,97.88
8/15/2014,87.553932,66.655754,37.571178,108.968796,98.29
8/18/2014,87.987129,67.38858,37.975502,109.141632,97.38
8/19/2014,87.960617,67.922264,38.292625,110.290939,96.92
8/20/2014,88.146286,66.92659,38.205429,110.169952,97.34
8/21/2014,87.774948,66.504395,38.268845,110.550179,97.65
8/22/2014,87.085342,66.145943,38.157852,109.841599,98.08
8/25/2014,87.306366,66.424736,38.490829,110.472412,97.37
8/26/2014,88.093224,67.046066,38.197487,110.826706,97.59
8/27/2014,87.995979,67.428413,38.340195,111.163727,95.58
8/28/2014,88.031349,67.667358,37.99136,111.258766,97.35
8/29/2014,87.934082,67.587723,37.927944,111.863678,96.41
9/2/2014,87.076508,67.054024,37.42054,110.213158,94.48
9/3/2014,87.624657,67.420441,37.824863,110.489693,96.07
9/4/2014,86.961578,66.823021,35.589146,109.5737,93.96
9/5/2014,87.757263,66.974365,36.41367,110.092201,93.65
9/8/2014,86.439941,65.357353,35.937992,109.06385,93.35
9/9/2014,86.103966,64.552841,35.795277,108.173782,93.86
9/10/2014,85.591171,65.556496,36.881432,107.396049,93.88
9/11/2014,85.785706,64.863495,36.659447,107.007179,94.55
9/12/2014,84.68055,64.401497,36.4216,105.996132,95.96
9/15/2014,85.131462,64.568771,36.381958,107.361473,95.83
9/16/2014,86.139359,65.118393,36.651512,107.983665,92.88
9/17/2014,85.82991,64.720108,36.651512,107.776276,95.54
9/18/2014,85.414375,65.29364,36.802143,107.27507,94.45
9/19/2014,85.865273,65.5326,36.833866,107.845406,93.29
9/22/2014,85.352486,65.48481,36.572239,106.713371,92.66
9/23/2014,84.901573,64.568771,36.247181,106.341789,92.75
9/24/2014,84.715919,64.640457,36.080688,105.771446,91.67
9/25/2014,83.327835,63.34206,34.931118,104.285141,92.83
9/26/2014,84.371101,63.581047,35.168961,104.967804,92.27
9/29/2014,83.487,63.596977,35.311676,104.172791,92.92
9/30/2014,83.151039,63.023445,34.843918,103.109886,94.88
10/1/2014,82.09893,62.418064,34.629848,101.666756,94.42
10/2/2014,82.487953,61.470169,34.217594,101.200104,93.07
10/3/2014,83.036087,61.024086,33.852901,101.718613,92.41
10/6/2014,83.566559,61.063934,34.130383,102.046974,91.52
10/7/2014,82.549843,60.570065,33.741913,100.258194,91.56
10/8/2014,83.646141,61.916225,34.209671,101.926018,92.8
10/9/2014,81.179459,59.614193,33.290009,98.953339,92.53
10/10/2014,80.984947,58.029057,32.933247,98.417564,93.54
10/13/2014,80.313019,57.758217,32.679546,96.810265,94.57
10/14/2014,80.056633,57.089111,32.195934,94.865944,91.16
10/15/2014,79.76487,56.810314,32.211792,94.425217,90.73
10/16/2014,80.100822,55.910213,32.283142,95.972038,91.01
10/17/2014,80.640144,57.455528,32.853962,96.611504,89.74
10/20/2014,81.135246,56.961658,32.631977,96.343628,90.34
10/21/2014,82.797386,58.73798,33.50407,99.454529,88.85
10/22/2014,82.337639,58.204285,32.949097,98.512619,87.31
10/23/2014,83.204086,58.905251,33.432716,100.405106,85.77
10/24/2014,83.540054,59.016777,33.432716,100.163155,85.82
10/27/2014,82.850433,58.833565,33.258301,99.394051,85.74
10/28/2014,84.079361,59.407101,33.96389,101.2174,81.84
10/29/2014,83.628448,59.168121,34.011471,101.226028,81.78
10/30/2014,83.504669,59.231865,34.177956,101.277885,82.7
10/31/2014,85.502785,59.478775,34.455437,103.654297,82.75
11/3/2014,84.22081,58.212265,33.662624,100.914955,82.71
11/4/2014,83.566559,57.025387,33.020451,99.69651,82.81
11/5/2014,84.052818,57.790096,33.599621,101.14827,80.52
11/6/2014,85.104935,57.917534,33.680061,102.427216,82.09
11/7/2014,86.013237,59.29557,33.832893,102.660545,81.01
11/10/2014,85.73719,59.080502,33.672016,101.900078,81
11/11/2014,85.852951,59.255737,33.58353,102.349434,81.42
11/12/2014,84.935738,58.440948,33.125034,101.666756,82.2
11/13/2014,84.294579,57.932682,32.714783,100.629784,81.12
11/14/2014,84.677498,58.578079,32.931973,101.449608,80.54
11/17/2014,84.69529,58.46513,32.899796,100.952477,78.78
11/18/2014,84.481575,59.167007,33.133072,100.708282,77.19
11/19/2014,85.140564,58.82011,33.414608,101.580444,78.68
11/20/2014,85.32756,59.981827,33.599621,102.313042,77.91
11/21/2014,86.209145,60.732105,34.122475,103.4207,78.65
11/24/2014,85.238503,60.328728,33.816807,102.557259,77.4
11/25/2014,84.401436,59.772057,33.438736,101.301346,77.94
11/26/2014,84.1343,60.441662,33.454826,100.394295,77.18
11/28/2014,80.625717,56.020679,31.628849,94.952034,74.21
12/1/2014,82.237518,56.770962,32.039093,97.446411,75.82
12/2/2014,83.876038,58.085964,32.755009,99.443626,75.64
12/3/2014,84.552818,57.448631,33.229591,99.173271,74.61
12/4/2014,84.036346,56.641891,32.489552,97.926102,74.58
12/5/2014,83.546562,56.335323,32.159752,96.696335,75.58
12/8/2014,81.658684,55.076782,31.26687,93.14666,76.51
12/9/2014,81.373741,54.947708,30.985334,93.329811,75.78
12/10/2014,78.960495,53.431026,30.357908,91.454659,74.09
12/11/2014,79.432457,52.874367,30.028112,91.498276,73.69
12/12/2014,77.117149,51.446411,29.151312,89.291695,68.55
12/15/2014,77.384315,50.429905,28.105597,87.966011,66.15
12/16/2014,76.947968,52.49519,28.765202,88.698647,69
12/17/2014,79.272156,54.802498,30.317686,92.466354,66.88
12/18/2014,81.177834,55.407555,30.824459,95.091583,67.38
12/19/2014,83.386269,56.883904,31.693205,98.492989,66.81
12/22/2014,83.110214,57.053318,31.451881,97.708038,65.84
12/23/2014,84.232231,57.263088,31.467964,99.382591,63.05
12/24/2014,83.510941,57.327618,31.331226,98.963974,63.82
12/26/2014,83.003365,57.650311,31.355358,98.772079,60.94
12/29/2014,82.878685,57.263088,31.395582,98.83313,59.95
12/30/2014,82.834152,56.432129,30.856627,98.649986,57.81
12/31/2014,82.326576,56.117489,30.66357,97.83889,55.91
1/2/2015,82.664955,55.762527,30.66357,98.187737,55.93
1/5/2015,80.403091,52.858227,29.0387,94.263016,56.47
1/6/2015,79.975655,52.164425,28.821508,94.219406,54.11
1/7/2015,80.786011,52.81789,28.893902,94.140915,56.52
1/8/2015,82.130669,53.987682,29.545462,96.295158,55.26
1/9/2015,82.014908,53.269669,29.424805,94.376389,57.12
1/12/2015,80.438721,51.906258,28.998474,92.344261,55.84
1/13/2015,80.144859,52.043407,28.926077,90.879028,55.92
1/14/2015,79.913315,51.510956,28.692797,90.617386,54.73
1/15/2015,79.218727,52.019211,28.741074,89.54464,53.61
1/16/2015,81.142197,53.737587,30.454433,91.68145,54.12
1/20/2015,81.115494,53.850525,30.317686,92.858826,53.27
1/21/2015,81.810081,54.65728,31.226654,94.332787,54.56
1/22/2015,82.7006,55.060658,31.355358,94.995628,52.69
1/23/2015,80.937393,54.996113,31.291002,93.190254,50.04
1/26/2015,81.712135,56.117489,32.111485,94.960747,47.93
1/27/2015,80.990829,56.35144,32.344761,94.419998,48.65
1/28/2015,78.319321,54.149029,31.274918,90.451683,48.79
1/29/2015,77.989845,52.35804,31.170341,89.832436,48.36
1/30/2015,77.847359,51.623901,31.234695,89.422531,46.07
2/2/2015,79.770844,53.213188,32.063225,92.501244,45.89
2/3/2015,82.148483,56.157825,33.060669,95.527634,48.48
2/4/2015,81.444977,54.883163,32.537819,94.498482,46.25
2/5/2015,82.246414,56.319176,33.285915,95.335777,48.69
2/6/2015,82.09391,55.520493,33.116982,95.597427,48.85
2/9/2015,82.147728,56.044888,33.470921,96.312584,47.78
2/10/2015,81.654297,55.762527,33.181335,96.094551,46.39
2/11/2015,81.28643,55.402653,32.936447,95.92012,47.78
2/12/2015,82.874474,55.942451,33.744556,97.637543,46.31
2/13/2015,83.771683,56.645828,34.226166,99.328545,45.59
2/17/2015,83.484573,56.776684,34.103714,98.993866,45.15
2/18/2015,81.654297,56.743969,34.079231,97.267647,46.23
2/19/2015,80.245674,55.582596,33.62212,95.426926,44.45
2/20/2015,80.676323,55.860668,33.695583,95.647087,44.53
2/23/2015,79.859871,55.427189,33.646614,94.995346,48.24
2/24/2015,80.22773,56.130566,33.948627,95.083427,49.57
2/25/2015,80.389221,56.375935,34.209831,95.629494,53.05
2/26/2015,79.536873,55.37812,33.760883,94.290779,48.45
2/27/2015,79.438187,55.737988,33.826187,93.956093,50.48
3/2/2015,78.989586,54.437569,33.711906,93.269135,51.69
3/3/2015,78.61277,54.233097,34.071064,92.617393,52.86
3/4/2015,78.21801,53.955025,33.899654,92.617393,50.02
3/5/2015,77.823219,53.66877,33.613953,92.238701,48.84
3/6/2015,76.827332,52.736397,32.936447,91.199417,51.21
3/9/2015,76.405655,52.752747,32.879303,91.551704,52.78
3/10/2015,75.598167,50.585392,31.867144,90.63575,54.06
3/11/2015,75.382843,49.996525,31.205963,91.19062,53.61
3/12/2015,75.562271,50.274601,31.148825,90.204193,53.53
3/13/2015,75.248268,48.95784,30.691715,89.499611,52.14
3/16/2015,76.046768,49.505798,30.6509,90.829514,51.16
3/17/2015,75.436684,50.250065,30.871296,90.864738,50.34
3/18/2015,77.222107,52.03302,32.120182,93.973709,49.45
3/19/2015,75.73275,51.583191,31.810003,92.25631,49.28
3/20/2015,75.849373,52.891788,32.73238,94.264343,50.99
3/23/2015,76.647903,53.963203,32.765038,93.286743,48.17
3/24/2015,75.831421,53.243477,32.250786,91.771896,49.76
3/25/2015,76.136497,53.750565,32.658924,93.066559,49.59
3/26/2015,75.652008,52.932682,32.49567,92.696655,50.52
3/27/2015,74.988083,52.008488,32.332413,91.842361,51.53
3/30/2015,76.827332,52.33564,32.520153,94.149849,50.76
3/31/2015,76.262108,51.280582,31.92428,92.458855,49.61
4/1/2015,75.777618,51.885811,32.242622,92.291519,50
4/2/2015,75.634056,51.967598,32.365059,92.723076,48.29
4/6/2015,76.378723,52.859077,32.75687,94.167465,48.17
4/7/2015,76.93499,53.537907,32.854828,95.594238,47.05
4/8/2015,75.418724,50.25824,33.279289,93.938492,44.84
4/9/2015,75.948082,49.227722,33.75272,94.193893,43.88
4/10/2015,76.764534,49.399483,33.907814,94.158646,43.46
4/13/2015,76.567146,49.63665,33.654778,93.797577,44.66
4/14/2015,77.724525,50.708073,34.120041,95.858467,43.96
4/15/2015,79.025467,52.114819,34.626125,97.241203,45.72
4/16/2015,78.711449,52.932682,34.732239,97.021034,47.45
4/17/2015,77.993698,52.180237,35.009781,96.096268,47.51
4/20/2015,78.271835,52.122997,34.952637,97.135513,49.21
4/21/2015,77.948822,51.893993,34.919987,96.642326,51.43
4/22/2015,78.469215,51.910347,35.295471,96.439751,48.87
4/23/2015,78.540993,52.131172,35.589329,96.853699,48.68
4/24/2015,78.029587,52.073921,35.475056,96.765625,47.6
4/27/2015,78.065483,52.253849,35.132214,96.615891,50.09
4/28/2015,78.774261,52.392887,35.491375,97.866531,49.14
4/29/2015,78.837074,52.474674,35.581161,98.40377,49.14
4/30/2015,78.388466,52.826359,35.230164,97.813675,52.14
5/1/2015,79.716316,52.728214,35.287308,96.034607,53.98
5/4/2015,79.9496,52.924496,35.434242,95.40049,50.42
5/5/2015,79.500999,52.679146,35.18119,95.11866,50.79
5/6/2015,79.124168,52.646431,35.181194,95.074623,51.64
5/7/2015,78.594818,51.534126,34.626575,94.739952,51.91
5/8/2015,79.841934,53.104443,35.355034,95.691132,53.29
5/11/2015,78.50309,53.153511,35.247414,94.554993,56.39
5/12/2015,78.720184,52.989941,35.33847,94.731148,56.71
5/13/2015,78.304062,53.545975,35.404705,94.854446,55.74
5/14/2015,78.674965,53.570877,35.561974,95.514984,56.38
5/15/2015,79.018715,53.321903,35.437809,96.093155,55.26
5/18/2015,78.566406,52.384102,35.090141,94.865646,56.16
5/19/2015,78.693054,51.49609,34.626575,93.415756,57.74
5/20/2015,78.819695,51.836361,34.833523,93.620346,57.15
